ml_id,ml_year,ml_title,id,title,year
6502,2002,28 Days Later,115612,28 Days Later,2002
37729,2005,Corpse Bride,115613,Corpse Bride,2005
150270,2015,Woodlawn,115669,Woodlawn,2015
86892,2010,The Man from Nowhere,115675,The Man from Nowhere,2010
109578,2014,Non-Stop,115688,Non-Stop,2014
3753,2000,The Patriot,115691,The Patriot,2000
157340,2016,The Angry Birds Movie,115702,The Angry Birds Movie,2016
631,1996,All Dogs Go to Heaven 2,115723,All Dogs Go to Heaven 2,1996
115147,2014,The Best of Me,115827,The Best of Me,2014
5072,2001,Metropolis,115862,Metropolis,2001
7293,2004,50 First Dates,115908,50 First Dates,2004
82119,2009,The Reverse,115979,Reverse,2009
182477,2017,Bleeding Steel,116050,Bleeding Steel,-1
8376,2004,Napoleon Dynamite,116125,Napoleon Dynamite,2004
113696,2014,Are You Here,116136,Are You Here,2013
122088,1985,Water,116149,Water,1985
719,1996,Multiplicity,116199,Multiplicity,1996
852,1996,Tin Cup,116230,Tin Cup,1996
143980,1972,Home for the Holidays,116259,Home for the Holidays,1972
1541,1997,Addicted to Love,116298,Addicted to Love,1997
61697,2008,Righteous Kill,116311,Righteous Kill,2008
3723,1990,Hamlet,116328,Hamlet,1990
319,1994,Shallow Grave,116352,Shallow Grave,1994
2877,1975,Tommy,116376,Tommy,1975
45728,2006,Clerks II,116389,Clerks II,2006
62293,2008,The Duchess,116458,The Duchess,2008
1821,1998,The Object of My Affection,116464,The Object of My Affection,1998
148626,2015,The Big Short,116524,The Big Short,2015
6977,1991,New Jack City,116545,New Jack City,1991
2146,1985,St. Elmo's Fire,116644,St. Elmo's Fire,1985
76,1995,Screamers,116700,Screamers,1995
3450,1993,Grumpy Old Men,116714,Grumpy Old Men,1993
179287,2017,Breathe,116723,Breathe,2017
179031,2010,ExTerminators,116774,ExTerminators,2009
5200,1980,The Man Who Saw Tomorrow,116810,The Man Who Saw Tomorrow,1981
2857,1968,Yellow Submarine,116864,Yellow Submarine,1968
7256,2003,Touching the Void,116865,Touching the Void,2003
72703,2008,Me and Orson Welles,116879,Me and Orson Welles,2008
162478,2016,Masterminds,116894,Masterminds,2016
77364,2010,The Losers,116896,The Losers,2010
8398,1968,Star!,116897,Star!,1968
40962,2005,"Yours, Mine and Ours",116903,"Yours, Mine and Ours",2005
173139,2017,The Bad Batch,116961,The Bad Batch,2016
58998,2008,Forgetting Sarah Marshall,116976,Forgetting Sarah Marshall,2008
157847,2016,Being Charlie,117061,Being Charlie,2015
2095,1976,The Shaggy D.A.,117097,The Shaggy D.A.,1976
6996,1991,Highlander II: The Quickening,117103,Highlander II: The Quickening,1991
2161,1984,The NeverEnding Story,117122,The NeverEnding Story,1984
115713,2015,Ex Machina,117126,Ex Machina,2015
2316,1998,Practical Magic,117159,Practical Magic,1998
237,1995,Forget Paris,117188,Forget Paris,1995
167638,2017,Sleepless,117241,Sleepless,2017
4803,1971,Play Misty for Me,117261,Play Misty for Me,1971
129474,2006,Bachelor Party Vegas,117271,Bachelor Party Vegas,2006
153672,2015,Chronic,117306,Chronic,2015
148404,2014,The President,117315,The President,2014
158872,2016,Sausage Party,117324,Sausage Party,-1
3016,1982,Creepshow,117333,Creepshow,1982
6187,2003,The Life of David Gale,117335,The Life of David Gale,2003
1293,1982,Gandhi,117364,Gandhi,1982
5265,2002,Death to Smoochy,117381,Death to Smoochy,2002
110297,2014,Muppets Most Wanted,117584,Muppets Most Wanted,2014
173161,2017,Kidnap,117589,Kidnap,2016
7154,2003,Mona Lisa Smile,117608,Mona Lisa Smile,2003
4210,1986,Manhunter,117623,Manhunter,1986
8196,1970,Beyond the Valley of the Dolls,117646,Beyond the Valley of the Dolls,1970
119155,2014,Night at the Museum: Secret of the Tomb,117677,Night at the Museum: Secret of the Tomb,2014
3745,2000,Titan A.E.,117692,Titan A.E.,2000
171007,2017,The Book of Henry,117716,The Book of Henry,-1
53808,2006,Bring It On: All or Nothing,117771,Bring It On: All or Nothing,-1
157212,1988,Slugs,117776,Slugs,1988
116985,2014,The Longest Week,117804,The Longest Week,2014
134664,2013,Enter the Dangerous Mind,117835,Enter the Dangerous Mind,2013
2513,1989,Pet Sematary,117840,Pet Sematary,1989
7192,1993,Only the Strong,117881,Only the Strong,1993
198,1995,Strange Days,117898,Strange Days,1995
93980,2012,The Three Stooges,117905,The Three Stooges,2012
288,1994,Natural Born Killers,117907,Natural Born Killers,1994
2404,1988,Rambo III,117925,Rambo III,1988
7614,1955,Oklahoma!,117942,Oklahoma!,1955
141131,2016,Guardians,117958,Guardians,2017
46578,2006,Little Miss Sunshine,117972,Little Miss Sunshine,2006
2001,1989,Lethal Weapon 2,118020,Lethal Weapon 2,1989
2508,1999,The Breaks,118034,The Breaks,1999
112749,2014,And So It Goes,118097,And So It Goes,2014
3827,2000,Space Cowboys,118135,Space Cowboys,2000
90888,2011,Immortals,118161,Immortals,2011
180095,2017,Wonder,118273,The Wonder,2016
102735,1979,Captain America,118307,Captain America,1979
175063,2011,The Amityville Haunting,118316,The Amityville Haunting,2011
56941,2007,P.S. I Love You,118353,P.S. I Love You,2007
5303,1990,Joe Versus the Volcano,118397,Joe Versus the Volcano,1990
517,1993,Rising Sun,118402,Rising Sun,1993
51698,2007,The Last Mimzy,118472,The Last Mimzy,2007
85790,2010,Meek's Cutoff,118506,Meek's Cutoff,2010
72393,2009,The Fourth Kind,118522,The Fourth Kind,2009
139634,2015,The True Cost,118526,The True Cost,2015
96975,2012,LOL,118557,LOL,2012
5729,1981,Endless Love,118568,Endless Love,1981
65,1996,Bio-Dome,118637,Bio-Dome,1996
45722,2006,Pirates of the Caribbean: Dead Man's Chest,118651,Pirates of the Caribbean: Dead Man's Chest,2006
135567,2016,Independence Day: Resurgence,118663,Independence Day: Resurgence,2016
157274,2016,The Choice,118748,The Choice,2016
93510,2012,21 Jump Street,118762,21 Jump Street,2012
93270,2012,Project X,118784,Project X,2012
1565,1996,Head Above Water,118789,Head Above Water,1996
2036,1994,Blank Check,118857,Blank Check,1994
3258,1992,Death Becomes Her,118888,Death Becomes Her,1992
1477,1997,Love Jones,118912,Love Jones,1997
4492,1986,Critters,118955,Critters,1986
44587,1922,Nanook of the North,118970,Nanook of the North,1922
1929,1932,Grand Hotel,119062,Grand Hotel,1932
69945,1955,The Fast and the Furious,119087,The Fast and the Furious,-1
2581,1999,Never Been Kissed,119090,Never Been Kissed,1999
7319,2004,Club Dread,119116,Club Dread,2004
143355,2017,Wonder Woman,119144,Wonder Woman,2017
164917,2016,13th,119146,13th,2016
88140,2011,Captain America: The First Avenger,119149,Captain America: The First Avenger,-1
3063,1992,Poison Ivy,119165,Poison Ivy,1992
1263,1978,The Deer Hunter,119207,The Deer Hunter,1978
139775,2014,I Am Big Bird: The Caroll Spinney Story,119227,I Am Big Bird: The Caroll Spinney Story,2014
26974,1997,Gummo,119232,Gummo,1997
140269,2003,Homeless to Harvard: The Liz Murray Story,119241,Homeless to Harvard: The Liz Murray Story,-1
72921,1916,Snow White,119247,Snow White,1916
2616,1990,Dick Tracy,119276,Dick Tracy,1990
2168,1998,Dance with Me,119297,Dance with Me,1998
55507,1971,"Mary, Queen of Scots",119347,"Mary, Queen of Scots",1971
2648,1931,Frankenstein,119424,Frankenstein,1931
1287,1959,Ben-Hur,119465,Ben-Hur,1959
136542,1983,Mickey's Christmas Carol,119560,Mickey's Christmas Carol,1983
34153,2005,Murderball,119562,Murderball,2005
72737,2009,The Princess and the Frog,119570,The Princess and the Frog,-1
115617,2014,Big Hero 6,119576,Big Hero 6,2014
70293,2009,Julie and Julia,119594,Julie and Julia,2009
49772,2006,The Painted Veil,119656,The Painted Veil,2006
45668,2006,The Lake House,119667,The Lake House,2006
3735,1973,Serpico,119701,Serpico,1973
109850,2014,Need for Speed,119729,Need for Speed,2014
6265,2003,Head of State,119762,Head of State,2003
33830,2005,Herbie: Fully Loaded,119777,Herbie: Fully Loaded,2005
3949,2000,Requiem for a Dream,119840,Requiem for a Dream,2000
1517,1997,Austin Powers: International Man of Mystery,119847,Austin Powers: International Man of Mystery,1997
8814,2004,Without a Paddle,119884,Without a Paddle,2004
130642,2014,Backcountry,119886,Backcountry,2014
7579,1940,Pride and Prejudice,119914,Pride and Prejudice,1940
5014,2001,I Am Sam,119935,I Am Sam,2001
95135,2011,Your Sister's Sister,119957,Your Sister's Sister,2011
2959,1999,Fight Club,120003,Fight Club,1999
172709,2017,Dead Awake,120007,Dead Awake,2016
78955,1969,The Rain People,120047,The Rain People,1969
967,1943,The Outlaw,120057,The Outlaw,1943
132261,1971,King Lear,120068,King Lear,1971
180031,2017,The Shape of Water,120092,The Shape of Water,2017
66097,2009,Coraline,120150,Coraline,2009
1292,1979,Being There,120159,Being There,1979
141397,2015,Equals,120171,Equals,2015
47518,2006,Accepted,120257,Accepted,2006
4304,2001,Startup.com,120262,Startup.com,2001
2717,1989,Ghostbusters II,120293,Ghostbusters II,1989
6840,1971,The Hospital,120297,The Hospital,1971
74795,2010,Green Zone,120320,Green Zone,2010
154929,1964,The Leather Boys,120329,The Leather Boys,1964
7347,2004,Secret Window,120349,Secret Window,2004
3964,1949,The Adventures of Ichabod and Mr. Toad,120399,The Adventures of Ichabod and Mr. Toad,1949
2100,1984,Splash,120405,Splash,1984
2119,1986,Maximum Overdrive,120436,Maximum Overdrive,1986
44966,1974,Where the Red Fern Grows,120520,Where the Red Fern Grows,1974
53435,2007,Hostel: Part II,120544,Hostel: Part II,2007
70912,2008,Goodbye Solo,120552,Goodbye Solo,2008
31,1995,Dangerous Minds,120592,Dangerous Minds,1995
126575,2014,Everly,120598,Everly,2014
1356,1996,Star Trek: First Contact,120602,Star Trek: First Contact,1996
2500,1999,Jawbreaker,120613,Jawbreaker,1999
118300,2012,Home Alone: The Holiday Heist,120629,Home Alone: The Holiday Heist,-1
203,1995,"To Wong Foo, Thanks for Everything! Julie Newmar",120673,"To Wong Foo, Thanks for Everything! Julie Newmar",1995
2982,1990,The Guardian,120678,The Guardian,1990
2154,1998,How Stella Got Her Groove Back,120681,How Stella Got Her Groove Back,1998
68835,2008,Were the World Mine,120709,Were the World Mine,2008
103228,2013,Pacific Rim,120722,Pacific Rim,2013
5152,2002,We Were Soldiers,120726,We Were Soldiers,2002
78039,2010,Blue Valentine,120739,Blue Valentine,2010
36537,2005,Thumbsucker,120742,Thumbsucker,2005
7018,1990,Presumed Innocent,120775,Presumed Innocent,1990
473,1994,In the Army Now,120792,In the Army Now,1994
5294,2001,Frailty,120803,Frailty,2001
2451,1987,The Gate,120813,The Gate,1987
4369,2001,The Fast and the Furious,120849,The Fast and the Furious,2001
6946,2003,Looney Tunes: Back in Action,120859,Looney Tunes: Back in Action,-1
381,1994,When a Man Loves a Woman,120886,When a Man Loves a Woman,1994
986,1996,Fly Away Home,120896,Fly Away Home,1996
8984,2004,Ocean's Twelve,120947,Ocean's Twelve,2004
1265,1993,Groundhog Day,120948,Groundhog Day,1993
70833,1929,Queen Kelly,121015,Queen Kelly,1929
103521,2008,Food Matters,121033,Food Matters,2008
97921,2012,Silver Linings Playbook,121123,Silver Linings Playbook,2012
74532,2010,Cop Out,121179,Cop Out,2010
2012,1990,Back to the Future Part III,121257,Back to the Future Part III,1990
7314,2003,Robot Stories,121284,Robot Stories,2003
70695,2008,The Haunting of Molly Hartley,121328,The Haunting of Molly Hartley,2008
7618,1992,Chaplin,121355,Chaplin,1992
5995,2002,The Pianist,121366,The Pianist,2002
41571,2005,Memoirs of a Geisha,121410,Memoirs of a Geisha,2005
80860,2010,Life as We Know It,121422,Life as We Know It,2010
2809,1999,Love Stinks,121440,Love Stinks,1999
514,1994,The Ref,121502,The Ref,1994
3591,1983,Mr. Mom,121508,Mr. Mom,1983
101285,2013,Spring Breakers,121535,Spring Breakers,2012
83613,2011,Cowboys and Aliens,121541,Cowboys and Aliens,2011
1784,1997,As Good as It Gets,121563,As Good as It Gets,1997
1459,1997,Absolute Power,121566,Absolute Power,1997
2750,1987,Radio Days,121576,Radio Days,1987
192187,2003,My Tutor Friend,121579,My Tutor Friend,2003
162596,2016,Queen of Katwe,121643,Queen of Katwe,2016
63082,2008,Slumdog Millionaire,121678,Slumdog Millionaire,2008
1544,1997,The Lost World: Jurassic Park,121727,The Lost World: Jurassic Park,1997
4378,2000,Sexy Beast,121751,Sexy Beast,2000
3178,1999,The Hurricane,121850,The Hurricane,1999
111384,2013,Blue Ruin,121868,Blue Ruin,2013
104312,2013,The Mortal Instruments: City of Bones,121888,The Mortal Instruments: City of Bones,2013
106330,2013,Last Vegas,121894,Last Vegas,2013
44788,2006,This Film Is Not Yet Rated,121902,This Film Is Not Yet Rated,2006
80839,2010,Secretariat,121954,Secretariat,2010
2763,1999,The Thomas Crown Affair,121957,The Thomas Crown Affair,1999
6662,1963,The Pink Panther,122011,The Pink Panther,1963
7458,2004,Troy,122017,Troy,2004
8981,2004,Closer,122021,Closer,2004
79185,2010,Knight and Day,122058,Knight and Day,2010
89485,1953,The Maze,122060,The Maze,1953
160438,2016,Jason Bourne,122126,Jason Bourne,2016
104540,1995,The Immortals,122135,The Immortals,1995
5540,1981,Clash of the Titans,122138,Clash of the Titans,1981
65230,2008,Marley and Me,122154,Marley and Me,2008
71899,2009,Mary and Max,122159,Mary and Max,2009
2889,1999,"Mystery, Alaska",122169,"Mystery, Alaska",1999
166492,2016,Office Christmas Party,122172,Office Christmas Party,2016
2723,1999,Mystery Men,122174,Mystery Men,1999
3852,2000,The Tao of Steve,122202,The Tao of Steve,2000
55247,2007,Into the Wild,122208,Into the Wild,2007
4066,1988,I'm Gonna Git You Sucka,122209,I'm Gonna Git You Sucka,1988
107877,1969,The Valley of Gwangi,122269,The Valley of Gwangi,1969
121007,2009,Space Buddies,122273,Space Buddies,-1
169984,2017,Alien: Covenant,122278,Alien: Covenant,2017
5590,1973,The Mack,122295,The Mack,1973
8360,2004,Shrek 2,122326,Shrek 2,2004
5428,1984,Cheech and Chong's The Corsican Brothers,122330,Cheech and Chong's The Corsican Brothers,1984
91660,2011,The Darkest Hour,122343,The Darkest Hour,2011
67788,2009,Confessions of a Shopaholic,122364,Confessions of a Shopaholic,2009
4867,2001,Riding in Cars with Boys,122369,Riding in Cars with Boys,2001
117533,2014,Citizenfour,122389,Citizenfour,2014
838,1996,Emma,122408,Emma,1996
48262,2006,The Bridge,122411,The Bridge,2006
162464,1976,The Fifth Seal,122427,The Fifth Seal,1976
7578,1939,Midnight,122442,Midnight,1939
7076,1968,Bullitt,122502,Bullitt,1968
115381,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",122524,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014
1917,1998,Armageddon,122539,Armageddon,1998
69122,2009,The Hangover,122552,Hangover,2010
177765,2017,Coco,122604,Coco,2017
490,1993,Malice,122621,Malice,1993
6353,1980,Roadie,122640,Roadie,1980
80924,2003,Where the Red Fern Grows,122685,Where the Red Fern Grows,2003
1260,1931,M,122712,M,1931
35386,1972,Winter Soldier,122720,Winter Soldier,1972
48416,2006,School for Scoundrels,122726,School for Scoundrels,2006
2774,1999,Better Than Chocolate,122755,Better Than Chocolate,1999
1273,1986,Down by Law,122793,Down by Law,1986
2971,1979,All That Jazz,122825,All That Jazz,1979
98239,2012,Red Dawn,122831,Red Dawn,2012
30793,2005,Charlie and the Chocolate Factory,122837,Charlie and the Chocolate Factory,2005
44709,2006,Akeelah and the Bee,122852,Akeelah and the Bee,2006
219,1995,The Cure,122863,The Cure,1995
43558,2006,Big Momma's House 2,122946,Big Momma's House 2,2006
41136,1978,The Driver,122958,The Driver,1978
39400,2005,The Fog,122984,The Fog,2005
5076,1993,The Adventures of Huck Finn,123009,The Adventures of Huck Finn,1993
69406,2009,The Proposal,123015,The Proposal,2009
8264,1975,Grey Gardens,123032,Grey Gardens,1975
191361,2000,Cheaters,123071,Cheaters,2000
165937,2016,Collateral Beauty,123089,Collateral Beauty,2016
84615,2011,Cedar Rapids,123148,Cedar Rapids,2011
5198,1980,The Long Good Friday,123159,The Long Good Friday,1980
75395,2010,Frozen,123210,Frozen,2010
3354,2000,Mission to Mars,123245,Mission to Mars,2000
3422,1986,She's Gotta Have It,123270,She's Gotta Have It,1986
141718,2015,Deathgasm,123276,Deathgasm,2015
160571,2016,Lights Out,123392,Lights Out,2016
120841,2004,Frankenstein,123395,Frankenstein,2004
116841,2014,Rosewater,123405,Rosewater,2014
90405,2011,In Time,123454,In Time,2011
27660,2003,The Animatrix,123463,The Animatrix,2003
143547,2011,The Phantom of the Opera at the Royal Albert Hall,123472,The Phantom of the Opera at the Royal Albert Hall,2011
4373,2001,Pootie Tang,123515,Pootie Tang,2001
2701,1999,Wild Wild West,123525,Wild Wild West,1999
159425,1979,Seven,123548,Seven,1979
140707,2009,Curious George 2: Follow That Monkey!,123583,Curious George 2: Follow That Monkey!,2009
1958,1983,Terms of Endearment,123589,Terms of Endearment,1983
144352,2013,Unforgiven,123620,Unforgiven,2013
116307,2014,You're Not You,123625,You're Not You,2014
4799,1963,"It's a Mad, Mad, Mad, Mad World",123629,"It's a Mad, Mad, Mad, Mad World",1963
52938,1986,The Adventures of Mark Twain,123652,The Adventures of Mark Twain,1985
97936,2012,Anna Karenina,123680,Anna Karenina,2012
116028,2009,Children of the Corn,123700,Children of the Corn,2009
105844,2013,12 Years a Slave,123744,12 Years a Slave,2013
62912,2008,High School Musical 3: Senior Year,123754,High School Musical 3: Senior Year,2008
152061,2016,Triple 9,123796,Triple 9,2016
131739,2015,Batman vs. Robin,123825,Batman vs. Robin,-1
174835,2003,Grimm,123837,Grimm,2003
89523,2010,"Fat, Sick and Nearly Dead",123855,"Fat, Sick and Nearly Dead",2010
61986,2008,Appaloosa,123917,Appaloosa,2008
3006,1999,The Insider,123939,The Insider,1999
7148,2003,Love Don't Cost a Thing,123981,Love Don't Cost a Thing,2003
2018,1942,Bambi,123995,Bambi,1942
122896,2017,Pirates of the Caribbean: Dead Men Tell No Tales,124024,Pirates of the Caribbean: Dead Men Tell No Tales,2017
56915,2007,The Water Horse: Legend of the Deep,124032,The Water Horse: Legend of the Deep,2007
1175,1991,Delicatessen,124072,Delicatessen,1991
69704,2006,Night of the Living Dead 3D,124079,Night of the Living Dead 3D,2006
32203,1971,Brian's Song,124092,Brian's Song,-1
87485,2011,Bad Teacher,124098,Bad Teacher,2011
43838,1986,Troll,124116,Troll,1986
6936,2003,Elf,124142,Elf,2003
135534,2015,Krampus,124172,Krampus,2015
67869,1936,Flash Gordon,124193,Flash Gordon,1936
60397,2008,Mamma Mia!,124268,Mamma Mia!,2008
130052,2014,Clown,124333,Clown,2014
3081,1999,Sleepy Hollow,124356,Sleepy Hollow,1999
7161,2003,Cheaper by the Dozen,124408,Cheaper by the Dozen,2003
4242,2000,Beautiful Creatures,124433,Beautiful Creatures,2000
80846,2010,Devil,124449,Devil,2010
25841,1937,Stage Door,124457,Stage Door,1937
3675,1954,White Christmas,124461,White Christmas,1954
3033,1987,Spaceballs,124485,Spaceballs,1987
4566,1987,American Ninja 2: The Confrontation,124500,American Ninja 2: The Confrontation,1987
158186,2015,Mr. Right,124520,Mr. Right,2015
25750,1924,Sherlock Jr.,124522,Sherlock Jr.,1924
